Customer ID,Churn Category
6080-TCMYC,5
5599-HVLTW,5
1421-HCERK,5
3813-DHBBB,5
7488-MXJIV,5
2642-DTVCO,5
3896-RCYYE,5
3034-ZBEQN,5
5197-LQXXH,5
7789-HKSBS,5
0386-CWRGM,5
3873-WOSBC,5
5175-AOBHI,5
2495-INZWQ,1
5240-IJOQT,5
9577-WJVCQ,5
9699-UBQFS,5
8859-AXJZP,4
7858-GTZSP,5
4680-KUTAJ,5
4893-GYUJU,5
1080-BWSYE,5
3143-JQEGI,0
6786-OBWQR,5
6693-FRIRW,1
9689-PTNPG,5
7315-WYOAW,5
5027-XWQHA,5
8849-PRIQJ,5
4791-QRGMF,1
8250-ZNGGW,5
3096-YXENJ,0
8985-OOPOS,5
0196-VULGZ,5
0795-XCCTE,1
5346-BZCHP,5
4707-MAXGU,5
5260-UMPWX,5
3717-FDJFU,5
9033-EOXWV,1
0562-HKHML,5
9591-YVTEB,5
6500-JVEGC,5
5495-GPSRW,5
2832-SCUCO,5
4654-GGUII,2
0292-WEGCH,5
6923-JHPMP,5
7629-WIXZF,5
9625-QSTYE,5
1184-PJVDB,5
6919-ELBGL,5
2612-RRIDN,5
1583-IHQZE,1
2478-EEWWM,5
0310-MVLET,0
6447-GORXK,5
7718-RXDGG,5
4763-PGDPO,5
7622-NXQZR,5
1565-RHDJD,5
9917-KWRBE,2
8263-JQAIK,5
5173-ZXXXL,5
8884-ADFVN,5
2754-VDLTR,5
5307-UVGNB,5
3722-WPXTK,5
3786-WOVKF,5
7781-HVGMK,5
3908-BLSYF,5
1670-SVOWZ,5
0572-ZJKLT,5
1813-JLKWR,5
8778-LMWTJ,1
4837-PZTIC,0
2669-QVCRG,5
1353-LJWEM,1
0875-CABNR,5
1465-LNTLJ,5
7795-CFOCW,5
5956-YHHRX,5
3345-JHUEO,5
6925-BAYGL,5
9643-AVVWI,5
4611-ANLQC,5
2603-HVKCG,1
1393-IMKZG,5
4584-LBNMK,5
9860-LISIZ,1
5419-CONWX,0
5803-NQJZO,5
0219-QAERP,5
2460-NGXBJ,5
9430-NKQLY,5
3891-NLXJB,1
9600-UDOPK,5
0256-LTHVJ,4
7018-FPXHH,5
7952-OBOYL,5
8259-DZLIZ,5
2815-CPTUL,1
1226-JZNKR,5
6121-TNHBO,5
9798-DRYDS,4
3096-IZETN,2
2812-ENYMO,5
1791-PQHBB,1
2883-ILGWO,3
5868-YWPDW,5
1635-FJFCC,5
4910-AQFFX,5
3351-NQLDI,5
5686-CMAWK,5
6516-NKQBO,5
5424-RLQLC,5
3374-PZLXD,5
7794-JASDG,5
1202-KKGFU,5
9220-ZNKJI,5
2476-YGEFM,5
0362-RAOQO,5
8661-BOYNW,1
6794-HKIAJ,5
0195-IESCP,5
4106-HADHQ,5
2888-ADFAO,5
4873-ILOLJ,5
4232-JGKIY,5
8908-NMQTX,5
6040-CGACY,1
8198-RKSZG,5
8552-OBVRU,5
0673-IGUQO,5
1987-AUELQ,5
3594-BDSOA,5
5071-FBJFS,1
7765-LWVVH,5
1293-BSEUN,5
7037-MTYVW,5
4587-VVTOX,5
7716-YTYHG,5
7649-PHJVR,1
7855-DIWPO,5
8197-BFWVU,5
